model_name,representation,subset,domain_shift_gap,mlm_loss,top1_acc,top5_acc,top10_acc,rare_top1_acc,performance_gap,eval_time_sec,evaluated_doc_count,cat_vessel_terminology_acc,cat_navigation_acc,cat_machinery_propulsion_acc,cat_casualty_incident_acc,cat_weather_environment_acc,cat_safety_lifesaving_acc
dmis-lab/biobert-base-cased-v1.2,template,balanced_knowledge,0.10407554671968194,4.2463935279418745,0.34592445328031807,0.4552683896620278,0.5288270377733598,0.5915492957746479,0.06538296721438158,16.231855630874634,200.0,0.4444,0.2588,0.0,0.4286,0.125,1.0
dmis-lab/biobert-base-cased-v1.2,template,high_knowledge,0.19034620505992011,4.626843282354861,0.2596537949400799,0.40612516644474034,0.4793608521970706,0.5419354838709678,0.0441949559039444,15.965195894241333,200.0,0.2796,0.2609,0.0,0.5,0.0625,0.0
dmis-lab/biobert-base-cased-v1.2,template,low_knowledge,-0.433495145631068,0.9756077406407059,0.883495145631068,0.912621359223301,0.9223300970873787,0.0,-0.2751918965335951,10.794155359268188,200.0,0.8835,0.0,0.0,0.0,0.0,0.0
dmis-lab/biobert-base-cased-v1.2,template,medium_knowledge,-0.06502145922746777,3.293223880795827,0.5150214592274678,0.6008583690987125,0.6373390557939914,0.7142857142857143,-0.05938436783320494,15.67223334312439,200.0,0.5087,0.0,0.8571,0.6842,0.5,0.5
dmis-lab/biobert-base-cased-v1.2,template,random_baseline,0.12887931034482758,4.467770882599466,0.32112068965517243,0.4267241379310345,0.5064655172413793,0.48717948717948717,0.08716787519517294,14.62448000907898,200.0,0.3673,0.1908,0.8,0.375,0.4,1.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,balanced_knowledge,0.06719120769326836,4.597827078098965,0.4033970276008493,0.4543524416135881,0.49044585987261147,0.0,0.2289426291290514,27.893778324127197,200.0,0.3818,1.0,1.0,0.3125,0.587,0.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,high_knowledge,0.22191098661686898,5.569706555432969,0.24867724867724866,0.31746031746031744,0.36904761904761907,0.0,0.35988354536741635,27.951339960098267,200.0,0.2253,1.0,0.0,0.2692,0.4304,0.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,low_knowledge,-0.4661933739012847,0.42443881191153016,0.9367816091954023,0.9540229885057471,0.9540229885057471,0.0,-0.20428561774697906,20.680766105651855,200.0,0.9368,0.0,0.0,0.0,0.0,0.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,medium_knowledge,-0.04199757706286178,3.567324773892381,0.5125858123569794,0.5766590389016019,0.6086956521739131,1.0,0.1374525606284388,24.552488803863525,200.0,0.4789,1.0,1.0,0.8333,0.6,0.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,random_baseline,0.008894686907020888,3.9856811330061808,0.46169354838709675,0.5181451612903226,0.5584677419354839,0.7142857142857143,0.17674215218871903,25.84716033935547,200.0,0.4289,0.0,0.7,0.619,0.625,1.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,balanced_knowledge,0.12183378689554114,4.780635418210114,0.3487544483985765,0.44365361803084225,0.4744958481613286,0.0,0.1858148833897587,24.649808168411255,200.0,0.3789,0.2212,1.0,0.2308,0.6038,0.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,high_knowledge,0.20245636716224952,5.297437388785273,0.2681318681318681,0.36117216117216117,0.41904761904761906,0.0,0.22441417103796524,25.023220539093018,200.0,0.2542,0.2427,0.0,0.2581,0.5106,0.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,low_knowledge,-0.46240145542753186,0.510991375026163,0.9329896907216495,0.9587628865979382,0.9587628865979382,0.0,-0.21561145861100606,11.45783019065857,200.0,0.933,0.0,0.0,0.0,0.0,0.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,medium_knowledge,0.015161878704970377,4.079950924059468,0.45542635658914726,0.5193798449612403,0.5581395348837209,1.0,0.07243904824786646,18.10603618621826,200.0,0.4052,0.4444,1.0,0.7308,0.6591,1.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,random_baseline,0.10155784455605688,4.665201715279531,0.36903039073806077,0.45007235890014474,0.49493487698986977,0.125,0.1513296606978587,24.138705492019653,200.0,0.393,0.2482,0.5455,0.4286,0.3824,1.0
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,mixed,balanced_knowledge,-0.267078170344097,1.9755477681185314,0.7376664056382146,0.7713390759592795,0.7924823805794832,0.5042735042735043,0.0252727201327696,36.73510980606079,200.0,0.7692,0.5666,1.0,0.9032,0.9605,0.6667
